T�tulo;Resumo;Selecionado
A Classification of Variation Control Systems;Version control systems are an integral part of today's software and systems development processes. They facilitate the management of revisions (sequential versions) and variants (concurrent versions) of a system under development and enable collaboration between developers. Revisions are commonly maintained either per file or for the whole system. Variants are supported via branching or forking mechanisms that conceptually clone the whole system under development. It is known that such cloning practices come with disadvantages. In fact, while short-lived branches for isolated development of new functionality (a.k.a. feature branches) are well supported, dealing with long-term and fine-grained system variants currently requires employing additional mechanisms, such as preprocessors, build systems or custom configuration tools. Interestingly, the literature describes a number of variation control systems, which provide a richer set of capabilities for handling fine-grained system variants compared to the version control systems widely used today. In this paper we present a classification and comparison of selected variation control systems to get an understanding of their capabilities and the advantages they can offer. We discuss problems of variation control systems, which may explain their comparably low popularity. We also propose research activities we regard as important to change this situation.;1
Configuration Management Model in Evolutionary Software Product Line;In Software Product Line (SPL), Configuration Management (CM) is a multi-dimensional problem. On the one hand, the Core Assets that constitute a configuration need to be managed, and on the other hand, each product in the product line that is built using a configuration must be managed, and furthermore, the management of all these configurations must be coordinated under a single process. Therefore, CM for product lines is more complex than for single systems. The CM of any software system involves four closely related activities: Change Management (ChM), Version Management (VM), System Building (SB) and Release Management (RM) [I. Sommerville, Software Engineering, 9th edn. (Addison-Wesley, 2010)]. The aim of this paper is to provide ChM and VM models for evolutionary-based SPL system development and maintenance. The proposed models support any level of aggregation in SPLs and have been applied to Mobile SPL as a case study.;1
Comprehensive configuration management model for software product line;In Software Product Line (SPL), Configuration Management (CM) is a multi-dimensional problem. On the one hand, the Core Assets that constitute a configuration need to be managed, and on the other hand, each product in the product line that is built using a configuration must be managed, and furthermore, the management of all these configurations must be coordinated under a single process. Therefore, CM for product lines is more complex than for single systems. The CM of any software system involves four closely related activities: Change Management (ChM), Version Management (VM), Build Management (BM) and Release Management (RM). The aim of this paper is to provide a comprehensive CM model comprising four main sub-models for all CM-related activities required for evolutionary based SPL system development and maintenance. The proposed models support any level of aggregation in SPLs and have been applied to Mobile SPL as a case study.;1
Dynamic Variability Management Supporting Operational Modes of a Power Plant Product Line;Runtime variability is becoming an attractive technique to support those runtime scenarios for systems that demand some kind of autonomous reconfiguration or adaptive behavior. Nowadays, the challenge of many critical systems that need to handle different operational modes, often in an unattended mode, require specific solutions for which runtime variability mechanisms become relevant. This research describes the challenges of runtime variability to support multiple binding modes for handling the diversity of different operational modes and runtime reconfiguration needs. We validate our approach in a power plant control product line at Toshiba which advances previous work making the transition between the power plant operational modes more automatic and dynamic.;1
A systematic approach for configuration management in software product lines;Product lines achieve significant cost and effort reduction through large scale reuse of software product assets. Software Product Lines (SPL) consists of core assets and custom assets, which are shared among multiple products. Core assets, custom assets and products evolve independently. In single product the evolution of the product is in the time dimension, whereas the evolution of products in SPL is in both time and space dimension. Software Configuration Management (SCM) is a software engineering discipline that concerns the management of software evolution and change control. Available SCM systems are suitable for the single product evolution but inadequate for SPL systems. A software version management system is proposed to support product line engineering by supporting product line evolution, product derivation and change promulgation from core assets and custom assets to multiple products and vice versa. This approach supports twenty-three cases of amend promulgations.;1
Realizing a conceptual framework to integrate model-driven engineering, software product line engineering, and software configuration management ;Software engineering is a highly integrative computer science discipline, combining a plethora of different techniques to increase the quality of software development as well as the resulting software. The three sub-disciplines Model-Driven Software Engineering (MDSE), Software Product Line Engineering (SPLE) and Software Configuration Management (SCM) are well-explored, but literature still lacks an integrated solution. In this paper, we present the realization of a conceptual framework that integrates those three sub-disciplines uniformly based on a filtered editing model. The framework combines the check-out/modify/commit workflow known from SCM with the formalism of feature models and feature configurations known from SPLE. The implementation is model-driven and extensible with respect to different product and version space models. Important design decisions are formalized by means of Ecore metamodels. Furthermore, we propose several optimizations that increase the scalability of the conceptual framework.;1
Extending variability management to the next level;Danfoss Power Electronics is a centre with both extensive power electronics know-how and many competencies within frequency converters and solar inverters. Development of embedded controllers built in Danfoss products raises similar challenges found in many other companies: creation of product series with an increasing number of variants, while at the same time decreasing time-to-market and keeping development costs low. Introduction of a Software Product Line approach into product development is a challenge that Danfoss Power Electronics decided to take in order to reduce software development efforts few years ago. The approach has been successful allowing for development of a number of highly engineered products. However, the software product line is in a constant evolution. It grows over time as new functionality is added in the form of extra software artefacts and further products are configured from it. As a result, the overall complexity and maintenance of assets hinders further efficiency of the approach. This paper presents extension of the variability management that goes beyond the scope of software assets reuse previously introduced into the organization. A prototype of the technique linking multi-level variability management is further elaborated using pure variants.;1
Scalable variability management for enterprise applications with data model driven development;Unlike embedded systems, some of enterprise systems are evolved over the decades. The predictability of requirements is a key to success in building reusable assets however it is very hard to predict future business context changes, which are driving factors of requirements. Thus, both functional and context variability must be managed in order to satisfy ever-changing requirements. Scalability does matter for enterprise systems in two aspects. One aspect comes from data volume. Once data become big, it is difficult to maintain performance requirements without de-normalizing database schema. Since database de-normalization is driven by non-functional properties, a model driven approach is not feasible if the model cannot express such properties. Another aspect comes from the unpredictability of future functional requirements. A functional decomposition of enterprise systems usually introduces ever-increasing complexity among systems' interactions due to cross-cutting requirements across functional systems. This paper reflects our empirical studies in data intensive large enterprise systems such as retail and telecommunication industries with industry independent application framework to separate functional and non-functional concerns. Our variability management technique is based on database schema modeling, which can be evolved incrementally in scaling an enterprise system with both data and functional aspects.;1
Tested approach for variability management enhancing in software product line;The paper declares a novel approach for the process enhancing of managing Variability � the ability of a software system or artefact in Software Product Line (PL) to be extended, changed, customized or configured for use in a specific context � with the proper quality characteristics to mitigate its current limitations. New Variability Model and Management Functions to process its element are proposed as this process Core. The model consistently represents variabilities both in PL structure and artefacts across all PL development stages and stakeholders� viewpoints along with the dedicated assessment submodel. The functions compose separate actions as to variability into the single cycle like Doeming Plan-Do-Check-Act one where decisions should be rational. Presented successful Case Study purposes at the Core proposed testing along with the dedicated Configurator implemented in instrumental and technological complex just developed in the Institute of Software Systems of NAS.;1
Variability management in software product line activity diagrams;The software product line (PL) approach aims at promoting the generation of specific products based on the reusing of its core assets. Such core assets contain similar elements as well as features which vary according to specific products. The variability management has been an intensive and essential activity for the PL development. Several approaches are mainly focused on managing UML-based PL variabilities, more specifically in use cases and classes models. Therefore, this paper presents a proposal for managing variabilities in PL activity diagrams. Thus, the SMarty approach has been extended allowing the evolution of its UML profile, the SMartyProfile, and its variability management process, the SMartyProcess. The SEI�s Arcade Game Maker (AGM) PL was used to illustrate the variability management in its main features activity diagrams.;1
Variation Management for Software Product Lines with Cumulative Coverage of Feature Interactions;In this paper we present a practical way for managing software product lines with respect to its feature interactions and illustrate how it works with the results from the real products in our previous experience. In front of this work, we have applied a software product line engineering and model driven development to our product line development, in which we have ever developed more than 30 products by assembling software components without hand coding. In this previous experience, we found that product developers tended to make excessive effort on verification and testing because of the fear of feature interaction problems. This prevented improving the productivity of software development. In order to address this issue, we propose accumulating the results of feature interactions that have ever appeared in the past products so that the product developers can focus their testing effort on interactions that first appear in their product without worrying about the implementation details. Then they will have confidence in their product configuration. We believe that the variation management with respect to the feature interactions will encourage the developers and promote the introduction of software product line engineering.;1
Variability management for software product-line architecture development;Software Product-Line Engineering (SPLE) is composed of two areas, namely domain engineering and application engineering. Domain engineering is associated with product line architecture, which is a core asset of the product-line. One of the key issues of the software product-line, especially in domain engineering, is handling the variability among product families. That is, variation management for the software product-line architecture determines the success of software development. Therefore, this paper proposes processes and artifacts to build the software product-line architecture and to manage uniform variability over the life cycle of software product-lines. Furthermore, a case study, namely, the Electronic Medical Record (EMR) system, is presented.;1
VML - A family of languages for variability management in software product lines;Managing variability is a challenging issue in software-product-line engineering. A key part of variability management is the ability to express explicitly the relationship between variability models (expressing the variability in the problem space, for example using feature models) and other artefacts of the product line, for example, requirements models and architecture models. Once these relations have been made explicit, they can be used for a number of purposes, most importantly for product derivation, but also for the generation of trace links or for checking the consistency of a product-line architecture. This paper bootstraps techniques from product-line engineering to produce a family of languages for variability management for easing the creation of new members of the family of languages. We show that developing such language families is feasible and demonstrate the flexibility of our language family by applying it to the development of two variability-management languages.;1
Combining Product Line Approach and Formal Specification for Product Family Modeling;The lack of systematic approach for product family modeling leads to difficulties in developing a series of high-quality software products simultaneously. This paper tackles this challenge by combining product line approach and formal specification technique. After constructing the feature model of the target family, our approach will start the formalization of the bottom-level features. For each feature, a formal model will be built according to its inner structure and function details. Any problem occurred during this process will cause the evolvement of the feature model under the guidance of a set of pre-defined evolution rules. The final product family model will be established when no problem can be found in both feature model and feature specification. This interleaving of feature model evolvement and feature formalization facilitates consistent and complete product family modeling from both abstract and concrete levels. A case study is given to illustrate the validity of the approach.;
Industry Trends in Systems and Software Product Line Engineering;For businesses to be competitive, today's product development organizations must deliver a product line a portfolio of similar products or systems with variations in features and functions rather than just an individual product. As a result, a new generation of innovative Systems and Software Product Line (SPL) engineering approaches has emerged to play an increasingly important role. This tutorial will spotlight how mainstream forces are driving SPL approaches to take a holistic perspective that is deeply integrated into the systems and software engineering lifecycle.;
An Initial Framework of Dynamic Software Product Line Engineering for Adaptive Service Robot;Service robot has its challenge to adapt on new tasks based on instruction or environment. Such conditions need to reconfigure or reorganize to obtain new system capabilities. However, most common service robot, especially the one that gives services to help human to deliver food or non medical stuffs in an elderly house, suffers on its task flexibility. Unlike a human, robot system needs to be reconfigured to have a new task which may interrupt its services because of this event. To this, we need a technique to handle adaptive tasks that is flexible to change the robot tasks that do not create delay. Dynamic software product line provides a mechanism to reconfigure a system to have different capabilities based on the core assets of the system, such as software that supports and controls the hardware components in a robotic system. In this work, we make use of the dynamic software product line to create a flexible method that enables a service robot to adapt on its new tasks. In order to define the change of tasks, we model the transformation of task using a transition state which has constraints as a trigger. Other than that, the request of change may also have resulted by forcing an interrupt mechanism. To demonstrate the capability of our approach, the proof of concept using Robotic Operating System will be presented.;
Behaviour-Driven Requirements Engineering for Agile Product Line Engineering;Due to the need of the software development community to integrate the flexibility and the high responsiveness of agile software development with the economic advantages, of reuse and mass customisation, offered by product lines, agile product line engineering has been gaining a momentum of attention from both researchers and practitioners. Developing and managing the different requirements engineering phases of product lines present is a dilemma that the efforts done in the literature was not able to effectively and efficiently resolve. To realise the full potential of agile product line engineering in practice, a complete, consistent, correct, and unambiguous user requirements must be produced without investing that huge amount of time in the upfront domain engineering phase of a traditional software product line. In this proposal, a behaviour-driven cloud-based framework is introduced to develop and maintain software product lines in an agile-based environment. The approach relies on upfront automated testing to derive and manage core assets and variations of an agile-based software product line. The model is validated through an empirical study and the preliminary results are very promising.;
Initiating layers architecture design for Software Product Line;Product Line Architecture is the key success of Software Product Line Engineering. Product Line Architecture prepares the design of architectures for members of product line. Architecture design is the most essential activities of a Product Line Architecture development. It prepares the corner stone of variability decision. The architecture design need to produce specific architecture from product members' assets in a Software Product Line. Representing variability explicitly is the most challenging one. Moreover, the architecture must cope to the diversity of products, and take the behaviour into account. This paper introduces some approaches to address the architecture design problems. Features' grouping with specific concern is the starting point. Then, models the component and interaction element composition, based on its capability. This paper also introduces logics that link the interaction element and component. Using layers, the product line architecture can be established.;
Introduction to Software Product Lines;This tutorial introduces the essential activities and underlying practice areas of software product line development. It reviews the basic concepts of software product lines, discusses the costs and benefits of product line adoption, introduces the SEI's Framework for Software Product Line Practice, and describes approaches to applying the practices of the framework.;
Search-Based Migration of Model Variants to Software Product Line Architectures;Software Product Lines (SPLs) are families of related software systems developed for specific market segments or domains. Commonly, SPLs emerge from sets of existing variants when their individual maintenance becomes infeasible. However, current approaches for SPL migration do not support design models, are partially automated, or do not reflect constraints from SPL domains. To tackle these limitations, the goal of this doctoral research plan is to propose an automated approach to the SPL migration process at the design level. This approach consists of three phases: detection, analysis and transformation. It uses as input the class diagrams and lists of features for each system variant, and relies on search-based algorithms to create a product line architecture that best captures the variability present in the variants. Our expected contribution is to support the adoption of SPL practices in companies that face the scenario of migrating variants to SPLs.;
Product Line Engineering at Siemens -- Challenges and Success Factors: A Report on Industrial Experiences in Product Line Engineering;Siemens is a global powerhouse in electronics and electrical engineering, operating in the sectors industry, energy and healthcare. Siemens holds leading market positions in all its business areas. The degree of innovation and the market success is significantly driven by software being an inherent element of most of the products. This makes Siemens one of the world's largest software companies. Only with systematic reuse Siemens is able to keep its market position for software intensive products. Therefore the company on the one hand invests in research activities and on the other hand top level management actively supports platform initiatives for exploiting reuse potential across different business units.;
Reengineering legacy software products into software product line based on automatic variability analysis;In order to deliver the various and short time-to-market software products to customers, the paradigm of Software Product Line (SPL) represents a new endeavor to the software development. To migrate a family of legacy software products into SPL for effective reuse, one has to understand commonality and variability among existing products variants. The existing techniques rely on manual identification and modeling of variability, and the analysis based on those techniques is performed at several mutually independent levels of abstraction. We propose a sandwich approach that consolidates feature knowledge from top-down domain analysis with bottom-up analysis of code similarities in subject software products. Our proposed method integrates model differencing, clone detection, and information retrieval techniques, which can provide a systematic means to reengineer the legacy software products into SPL based on automatic variability analysis.;
The Product Line Hall of Fame;Summary form only given. The Software Product Line Hall of Fame honors software product lines that can serve as examples to software product line developers.;
MBSE Product Line Engineering – Variability Overview lost?;The article introduces an approach and framework that combines both variability in product line development and reuse of product line assets in customer projects using proven architecture frameworks with some enhancements in one approach.;
Catalysts and Inhibitors for Momentum in the Software Product Line Industry;For software product line engineering (SPLE) to become a standard and accepted practice in the industry, it must be widely embraced by large corporations, major software tool and service vendors, industry analysts, and technology press. We have seen steady but slow progress in all of these areas over the past few years. What can we do to better control or influence the future trends? Technology adoption at the industry scale is about building and sustaining momentum. Through a feedback loop comprising successes and failures, credible validation and invalidation, credible communication, leaps of faith, competitive opportunities, perceptions about perceptions, and so forth, momentum is gained or lost. Catalysts and inhibitors in the loop ultimately determine whether momentum will accelerate or be dampened. In this panel, we bring together an esteemed group of industry leaders from the key areas that impact momentum of new technology adoption, all of whom have been involved in the early stages of the industry's SPLE momentum. In this panel we will search for insights across a broad industry spectrum into the current catalysts and inhibitors, as well as opportunities for the Software Product Line Conference (SPLC) community to positively contribute to the momentum.;
Managing Variation: An Industrial Perspective on Product Line Engineering;If nothing endures but change, then to make the products of our labor enduring, we must build them to accommodate change. If they cannot, they will be cast aside. Change can be thought of as occupying a time window: A solution needs to do something different a year from now, and then something different from that six months later, and so forth. An extremely interesting special case is when that time window shrinks to zero: Our solution needs to do and be a dozen different things right now. In many sectors, that special case turns out to be, in fact, the most common case. The so-called general case, where a single solution evolves over time, turns out to be a less interesting special case. This talk will explore the foundations for the field of product line engineering, which is the engineering of a family of systems that are similar but vary from each other. We will explore various techniques for handling this need, from the earliest to the most up to date, and show how the approaches transcend just software but apply across all engineering disciplines and all levels of an enterprise. Finally, we relate how this concept is being applied in industry today, and show where it is saving companies tens to hundreds of millions of dollars annually.;
Tutorial: New Methods Behind the New Generation of Software Product Line Success Stories;A new generation of software product line success stories is being driven by a new generation of methods, tools and techniques. While early software product line case studies at the genesis of the field revealed some of the best software engineering improvement metrics seen in four decades, the latest generation of software product line success stories exhibit even greater improvements, extending benefits beyond product creation into maintenance and evolution, lowering the overall complexity of product line development, increasing the scalability of product line portfolios, and enabling organizations to make the transition to software product line practice with orders of magnitude less time, cost and effort. This tutorial explores some of the important new methods such as software mass customization sans application engineering, minimally invasive transitions, bounded product line combinatorics, and product line lifecycle management.;
The Role of Requirements and Specification in Product Line Engineering;Product line engineering dealing with software and system families for automotive systems needs a deeper structuring and understanding of systems, their functions, and operational modes than the engineering of individual systems, since the variability of the systems introduces an additional dimension and further complexity. In fact, the enormous complexity of systems today requires a much more structured approach to engineering anyhow. It will be demonstrated how to derive a better structuring of systems by three complementary views at the conceptual level including 1) the context view in terms of context models, 2) the functional view by function hierarchies and operational modes 3) component architecture models. These views bridge the gap between functional requirements and their technical realization. We show how such an approach leads to a more structured understanding of systems in terms of different views on their properties and their mutual logical relation and how this can be used as a basis for product line engineering. We introduce concepts, in particular, of logic to define logical dependencies between different levels of abstractions and perspectives of systems.;
Transforming Legacy Systems into Software Product Lines;This tutorial discusses many aspects of the migration process in an organization when existing software systems are used as starting point for a software product line. It is intended to provide food for thought as well as practical approaches for the migration.;
Managing evolution of software product line;In software product line engineering, core assets are shared among multiple products. Core assets and products generally evolve independently. Developers need to capture evolution in both contexts and to propagate changes in both directions between the core assets and the products. We propose a version control system to support product line engineering by supporting the evolution of product line, product derivation, and change propagation from core assets to products and vice versa.;
Evolving software requirements and architectures using software product line concepts;This paper proposes an evolutionary development approach, which uses software product line and feature modeling concepts for evolving software requirements and architectures. The different versions of an evolutionary system are considered a software product line, with each version of the system a product line member. Requirements are modeled using both use case and feature modeling. Evolution is built into the software development approach because variability in the software architecture is determined by considering the impact of each variable feature on the software architecture and evolving the architecture to address new features. Being feature based, the approach closely relates the evolution of the software architecture to the evolution of software requirements, as well as providing traceability between requirements and architecture.;
New methods in software product line development;A new generation of software product line success stories is being driven by a new generation of methods, tools and techniques. While early software product line case studies at the genesis of the field revealed some of the best software engineering improvement metrics seen in four decades, the latest generation of software product line success stories exhibit even greater improvements, extending benefits beyond product creation into maintenance and evolution, lowering the overall complexity of product line development, increasing the scalability of product line portfolios, and enabling organizations to make the transition to software product line practice with orders of magnitude less time, cost and effort. This paper describes some of the best methods from the industry's most recent software product line successes;
